"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-15","0.16","3.0","5.0","25","27","23","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-16","0.00","0.5","8.0","12","27","-4","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-17","0.00","0.0","8.0","3","13","-8","0.0","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-18","0.00","0.3","8.0","14","24","4","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-19","0.00","0.0","8.0","6","14","-2","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-20","0.00","0.0","4.0","25","38","12","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-21","0.00","0.0","3.0","28","35","20","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-22","0.00","0.0","3.0","24","31","17","0.0","    1",,,,,"    1",,,,,"    1",,,"    1","    1","    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-23","0.00","0.0","3.0","10","23","-4","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-24","0.00","0.0","3.0","11","26","-5","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-25","0.00","0.0","3.0","22","38","6","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-26","0.00","0.0","3.0","29","38","20","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-27","0.03","0.0","3.0","37","39","35","0.0","    1",,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-28","0.06","0.0","2.0","35","39","30","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-29","0.00","0.0","2.0","24","30","17","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-30","0.07","2.0","5.0","12","17","6","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2003-12-31","0.01","1.0","6.0","4","16","-9","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-01","0.03","0.5","6.0","14","25","2","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-02","0.06","2.0","6.0","16","30","2","0.0","    1","    1",,,,"    1",,,,,"    1",,,"    1","    1","    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-03","0.00","0.0","7.0","-3","11","-17","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-04","0.00","0.0","7.0","-16","-6","-26","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-05","0.00","0.0","7.0","-21","-14","-29","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-06","0.00","0.0","7.0","-7","2","-16","0.0","    1",,,,,,,"    1","    1",,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-07","0.00","0.0","7.0","-2","11","-16","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-08","0.00","0.0","7.0","-8","5","-21","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-09","0.00","0.0","7.0","4","9","-2","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-10","0.03","0.5","7.0","14","22","6","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-11","0.14","2.8","8.0","19","22","15","0.0","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-12","0.01","0.3","11.0","10","16","3","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-13","0.13","2.5","11.0","-8","3","-19","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-14","0.03","5.5","18.0","1","4","-2","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-15","0.03","0.9","18.0","5","9","1","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-16","0.05","1.0","18.0","15","22","8","0.0","    1","    1",,,,,,"    1",,,"    1",,,,,"    1","    1",,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-17","0.00","0.3","18.0","5","22","-13","0.0","    1",,,,,,,"    1","    1",,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-18","0.00","0.0","15.0","-14","-7","-21","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-19","0.00","0.0","15.0","-18","-2","-34","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-20","0.02","1.0","15.0","2","14","-10","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-21","0.05","1.5","15.0","-2","17","-22","0.0","    1","    1",,,,,,"    1",,,"    1",,,,,"    1","    1",,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-22","0.00","0.0","15.0","-17","-9","-25","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-23","0.00","0.1","15.0","-9","-1","-18","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-24","0.00","0.0","13.0","-17","1","-36","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-25","0.02","1.0","13.0","-13","1","-28","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-26","0.05","3.0","14.0","5","9","0","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-27","0.00","0.0","15.0","-2","8","-12","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-28","0.00","0.0","15.0","-16","-3","-30","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-29","0.00","0.0","15.0","-24","-14","-35","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-30","0.00","0.0","14.0","-21","-7","-35","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-01-31","0.00","0.0","14.0","-12","4","-29","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-01","0.00","0.4","11.0","10","16","4","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-02","0.00","0.5","11.0","2","12","-8","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-03","0.00","0.0","11.0","-9","2","-21","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-04","0.00","0.0","11.0","-3","17","-23","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-05","0.01","0.3","11.0","22","27","17","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-06","0.01","1.5","12.0","13","23","2","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-07","0.00","0.0","14.0","-1","20","-22","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-08","0.00","0.0","14.0","20","23","16","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-09","0.00","0.0","14.0","18","24","12","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-10","0.00","0.0","14.0","10","16","3","0.0",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-11","0.00","0.0","14.0","5","17","-8","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-12","0.00","0.0","14.0","2","20","-16","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-13","0.00","0.0","13.0","14","27","1","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-14","0.00","0.0","13.0","-8","3","-20","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-15","0.00","0.0","13.0","-12","7","-32","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-16","0.00","1.2","13.0","10","16","3","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-17","0.00","0.0","13.0","9","26","-8","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-18","0.00","0.0","12.0","22","33","11","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-19","0.00","0.0","12.0","21","33","9","0.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-20","0.00","0.0","11.0","28","31","25","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-21","0.00","0.0","11.0","19","28","9","0.0",,,,,,,,,,,,,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-22","0.03","1.3","12.0","27","34","19","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-23","0.01","0.2","13.0","31","34","27","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-24","0.00","0.0","12.0","21","35","7","0.0","    1",,,,,,,,,,"    1",,,,,,,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-25","0.00","0.0","10.0","20","36","3","0.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-26","0.00","0.0","6.0","33","42","23","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-27","0.00","0.0","6.0","33","44","22","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-28","0.00","0.0","6.0","35","45","25","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-02-29","0.08","0.3","6.0","27","34","19","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-01","0.08","0.5","5.0","33","34","31","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-02","0.00","0.0","5.0","27","32","22","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-03","0.03","1.0","5.0","17","23","11","0.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-04","0.00","0.0","5.0","11","30","-9","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-05","0.00","1.0","6.0","27","32","22","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-06","0.01","0.2","7.0","26","32","19","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-07","0.05","1.2","8.0","21","29","13","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-08","0.00","0.0","7.0","19","35","3","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-09","0.00","0.0","7.0","27","45","8","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-10","0.07","0.2","5.0","25","41","8","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-11","0.00","0.0","5.0","6","10","2","0.0",,,,,,,,,"    1",,,,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-12","0.00","0.0","5.0","10","27","-7","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-13","0.15","1.7","5.0","25","33","17","0.0","    1","    1",,,,,,,,,"    1",,,,,"    1","    1",,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-14","0.02","1.2","8.0","19","30","7","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-15","0.00","0.0","8.0","12","32","-9","0.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-16","0.00","0.9","8.0","23","36","10","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-17","0.01","0.2","9.0","26","36","15","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-18","0.00","0.0","9.0","19","31","7","0.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-19","0.00","0.0","9.0","28","46","10","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-20","0.00","0.0","9.0","27","39","14","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-21","0.00","0.0","9.0","11","21","0","0.0",,,,,,,,,,,,,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-22","0.00","0.0","9.0","19","37","0","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-23","0.00","0.0","9.0","18","36","-1","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-24","0.00","0.0","9.0","37","47","26","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-25","0.00","0.0","9.0","40","55","25","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-26","0.00","0.0","9.0","32","38","26","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-27","0.07","0.0","6.0","37","42","31","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-28","0.10","0.0","5.0","42","51","33","0.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-29","0.04","0.4","5.0","29","33","24","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-30","0.00","0.0","5.0","29","38","19","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-03-31","0.00","0.0","5.0","33","47","19","3.7",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-01","0.00","0.0","5.0","35","50","20","3.7",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-02","0.00","0.0","5.0","39","57","21","3.4",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-03","0.00","0.0","4.0","30","39","21","2.6",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-04","0.00","0.0","3.0","31","46","16","2.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-05","0.00","0.0","3.0","42","56","27","1.9",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-06","0.00","0.0","3.0","44","61","26","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-07","0.80","0.0","0.0","37","44","30","0.0","    1",,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-08","0.00","0.0","0.0","33","38","28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-09","0.00","0.0","0.0","31","35","26","0.0",,,,,,,,,,,,,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-10","0.00","0.0","0.0","26","30","21","0.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-11","0.00","0.0","0.0","27","34","20","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-12","0.00","0.0","0.0","30","41","18","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-13","0.00","0.0","0.0","38","49","27","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-14","0.00","0.0","0.0","33","46","20","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-15","0.01","0.0","0.0","49","63","34","0.0",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-16","0.00","0.0","0.0","43","54","32","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-17","0.00","0.0","0.0","37","48","26","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-18","0.07","0.0","0.0","39","42","36","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-19","0.00","0.0","0.0","40","50","29","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-20","0.00","0.0","0.0","44","59","29","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-21","0.00","0.0","0.0","40","51","28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-22","0.00","0.0","0.0","35","53","17","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-23","0.00","0.0","0.0","34","46","21","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-24","0.00","0.0","0.0","39","59","19","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-25","0.01","0.0","0.0","45","58","32","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-26","0.01","0.0","0.0","33","41","25","0.0","    1",,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-27","0.00","0.0","0.0","39","59","19","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-28","0.00","0.0","0.0","59","81","36","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-29","0.00","0.0","0.0","37","49","24","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-04-30","0.00","0.0","0.0","36","49","22","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-01","0.00","0.0","0.0","33","47","19","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-02","0.00","0.0","0.0","36","49","23","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-03","0.09","0.0","0.0","39","56","21","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-04","0.00","0.0","0.0","38","49","26","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-05","0.14","0.0","0.0","44","63","25","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-06","0.00","0.0","0.0","37","50","24","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2004-05-07","0.07","0.0","0.0","37","55","19","0.0",,,,,,,,,,,,,,"    1",,,,,,
