"STATION","NAME","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00212555","ELY 25 E, MN US","2005-08-21",,,,"0.02","0.0","0.0","69","51","51",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-22",,,,"0.00","0.0","0.0","61","48","49",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-23",,,,"0.00","0.0","0.0","71","40","41",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-24",,,,"0.00","0.0","0.0","74","41","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-25",,,,"0.00","0.0","0.0","72","50","59",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-26",,,,"0.00","0.0","0.0","78","59","62",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-27",,,,"0.13","0.0","0.0","72","54","55",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-28",,,,"0.17","0.0","0.0","74","54","54",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-29",,,,"0.07","0.0","0.0","68","54","54",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-30",,,,"0.02","0.0","0.0","62","54","55",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-08-31",,,,"0.00","0.0","0.0","69","50","52",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-01",,,,"0.09","0.0","0.0","75","50","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-02",,,,"0.08","0.0","0.0","59","50","55",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-03",,,,"0.06","0.0","0.0","68","42","42",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-04",,,,"0.00","0.0","0.0","70","42","49",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-05",,,,"0.05","0.0","0.0","77","42","65",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-09-06",,,,"0.00","0.0","0.0","85","64","64",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-07",,,,"0.00","0.0","0.0","73","45","45",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-08",,,,"0.00","0.0","0.0","74","43","43",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-09",,,,"0.00","0.0","0.0","75","43","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-10",,,,"0.00","0.0","0.0","75","50","69",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-11",,,,"0.00","0.0","0.0","85","68","72",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-12",,,,"0.00","0.0","0.0","92","72","72",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-09-13",,,,"1.23","0.0","0.0","75","55","55",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-09-14",,,,"0.00","0.0","0.0","67","46","49",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-15",,,,"0.02","0.0","0.0","49","43","48",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-16",,,,"0.03","0.0","0.0","73","48","51",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-17",,,,"0.00","0.0","0.0","77","51","56",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-18",,,,"0.00","0.0","0.0","75","56","58",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-19",,,,"0.41","0.0","0.0","70","53","53",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-09-20",,,,"0.96","0.0","0.0","62","46","53",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-09-21",,,,"0.00","0.0","0.0","77","43","44",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-22",,,,"0.00","0.0","0.0","71","44","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-23",,,,"0.00","0.0","0.0","62","34","34",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-24",,,,"0.00","0.0","0.0","61","34","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-25",,,,"0.17","0.0","0.0","54","48","48",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-26",,,,"0.01","0.0","0.0","57","38","38",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-27",,,,"0.00","0.0","0.0","67","36","47",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-28",,,,"0.00","0.0","0.0","74","47","49",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-29",,,,"0.03","0.0","0.0","51","33","33",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-09-30",,,,"0.00","0.0","0.0","53","33","44",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-01",,,,"0.00","0.0","0.0","74","44","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-02",,,,"0.00","0.0","0.0","77","50","60",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-03",,,,"0.01","0.0","0.0","75","60","66",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-04",,,,"0.13","0.0","0.0","69","52","52",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-05",,,,"0.61","0.0","0.0","52","41","42",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-10-06",,,,"1.05","0.0","0.0","42","37","37",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-10-07",,,,"0.08","0.0","0.0","41","30","30",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-08",,,,"0.00","0.0","0.0","43","30","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-09",,,,"0.00","0.0","0.0","45","31","39",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-10",,,,"0.00","0.0","0.0","57","34","35",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-11",,,,"0.00","0.0","0.0","58","31","35",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-12",,,,"0.00","0.0","0.0","61","35","48",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-13",,,,"0.00","0.0","0.0","60","48","50",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-14",,,,"0.09","0.0","0.0","54","46","46",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-15",,,,"0.00","0.0","0.0","62","45","45",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-16",,,,"0.00","0.0","0.0","49","32","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-17",,,,"0.52","0.0","0.0","55","31","48",,,"    1",,,,
"USC00212555","ELY 25 E, MN US","2005-10-18",,,,"0.00","0.0","0.0","53","31","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-19",,,,"0.85","0.0","0.0","38","31","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-20",,,,"0.00","0.0","0.0","43","31","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-21",,,,"0.00","0.0","0.0","43","30","30",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-22",,,,"0.03","0.0","0.0","41","30","35",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-23",,,,"0.00","0.0","0.0","43","30","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-24",,,,"0.00","0.0","0.0","43","30","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-25",,,,"0.00","0.0","0.0","43","30","34",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-26",,,,"0.00","0.0","0.0","39","34","35",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-27",,,,"0.00","0.0","0.0","42","27","29",,"    1",,,,,
"USC00212555","ELY 25 E, MN US","2005-10-28",,,,"0.00","0.0","0.0","51","29","30",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-29",,,,"0.00","0.0","0.0","59","30","36",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-30",,,,"0.27","0.0","0.0","59","36","49",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-10-31",,,,"0.01","0.0","0.0","56","41","41",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-01",,,,"0.08","0.0","0.0","43","31","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-02",,,,"0.06","0.0","0.0","48","32","35",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-03",,,,"0.00","0.0","0.0","45","35","41",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-04",,,,"0.21","0.0","0.0","41","32","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-05",,,,"0.04","0.0","0.0","38","31","33",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-06",,,,"0.03","0.0","0.0","38","33","36",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-07",,,,"0.00","0.0","0.0","44","31","36",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-08",,,,"0.00","0.0","0.0","51","32","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-09",,,,"0.31","0.0","0.0",,,,,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-10",,,,"0.07","0.0","0.0",,,,,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-11",,,,"0.00","0.0","0.0","44","29","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-12",,,,"0.00","0.0","0.0","58","31","36",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-13",,,,"1.09","0.3","0.0","55","31","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-14",,,,"0.00","0.0","0.0","32","20","21",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-15",,,,"0.00","0.0","0.0","32","21","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-16",,,,"0.25","2.5","3.0","36","20","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-17",,,,"0.06","1.5","3.0","20","2","3",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-18",,,,"0.02","0.5","3.0","17","3","16",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-19",,,,"0.03","1.0","2.0","32","16","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-20",,,,"0.00","0.0","2.0","32","24","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-21",,,,"0.00","0.0","2.0","34","25","34",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-22",,,,"0.00","0.0","1.0","36","19","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-23",,,,"0.09","2.0","3.0","30","19","29",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-24",,,,"0.00","0.0","3.0","31","3","3",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-25",,,,"0.00","0.0","3.0","13","3","11",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-26",,,,"0.00","0.0","3.0","17","3","12",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-27",,,,"0.00","0.0","2.0","34","12","33",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-28",,,,"0.00","0.0","2.0","35","14","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-11-30",,,,"0.11","3.0","4.0","14","6","11",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-01",,,,"0.00","0.0","4.0","15","6","6",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-02",,,,"0.02","1.0","4.0","14","6","6",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-03",,,,"0.00","0.0","4.0","12","-9","-5",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-04",,,,"0.00","0.0","4.0","12","-9","-5",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-05",,,,"0.00","0.0","4.0","3","-8","-8",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-06",,,,"0.00","0.0","3.0","3","-8","0",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-07",,,,"0.00","0.0","3.0","14","0","11",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-08",,,,"0.00","0.0","3.0","15","0","6",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-09",,,,"0.00","0.0","3.0","16","6","17",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-10",,,,"0.19","2.5","4.0","25","16","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-11",,,,"0.03","1.0","4.0","28","-4","-4",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-12",,,,"0.05","2.0","5.0","14","-4","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-13",,,,"0.03","1.0","6.0","17","-7","-5",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-14",,,,"0.01","0.5","6.0","27","-5","26",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-15",,,,"0.17","2.5","8.0","31","25","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-16",,,,"0.21","3.5","11.0","30","17","17",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-17",,,,"0.00","0.5","11.0","17","-4","-4",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-18",,,,"0.00","0.0","10.0","10","-6","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-19",,,,"0.00","0.0","9.0","7","-5","2",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-20",,,,"0.00","0.0","9.0","23","2","2",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-21",,,,"0.03","1.0","10.0","17","2","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-22",,,,"0.00","0.0","9.0","21","2","16",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-23",,,,"0.02","0.5","9.0","34","16","29",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-24",,,,"0.01","0.0","7.0","32","29","30",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-25",,,,"0.00","0.0","7.0","33","27","27",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-26",,,,"0.00","0.0","7.0","33","23","26",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-27",,,,"0.00","0.0","6.0","31","26","28",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-28",,,,"0.00","0.0","6.0","30","25","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-29",,,,"0.02","1.0","7.0","26","17","17",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-30",,,,"0.09","1.5","8.0","23","16","23",,,,,,,
"USC00212555","ELY 25 E, MN US","2005-12-31",,,,"0.12","2.0","10.0","27","21","21",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-01",,,,"0.00","0.0","10.0","25","19","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-02",,,,"0.00","0.0","9.0","25","6","12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-03",,,,"0.00","0.0","9.0","31","12","31",,"    1",,,,,
"USC00212555","ELY 25 E, MN US","2006-01-04",,,,"0.00","0.0","8.0","32","31","31",,"    1",,,,,
"USC00212555","ELY 25 E, MN US","2006-01-05",,,,"0.00","0.3","8.0","31","21","21",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-06",,,,"0.00","0.0","8.0","22","17","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-07",,,,"0.00","0.0","7.0","27","19","22",,,,,,"    1",
"USC00212555","ELY 25 E, MN US","2006-01-08",,,,"0.00","0.0","7.0","24","20","24",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-09",,,,"0.07","1.0","8.0","26","9","10",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-10",,,,"0.00","0.0","7.0","22","10","22",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-11",,,,"0.00","0.0","7.0","38","22","23",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-12",,,,"0.07","1.0","7.0","38","23","24",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-13",,,,"0.00","0.0","7.0","36","19","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-14",,,,"0.00","0.0","7.0",,"-2","-2",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-15",,,,"0.00","0.0","7.0","25","-2","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-16",,,,"0.00","0.0","7.0","28","25","27",,,,,,"    1",
"USC00212555","ELY 25 E, MN US","2006-01-17",,,,"0.18","2.8","9.0","28","13","13",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-18",,,,"0.07","1.0","10.0","16","3","3",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-19",,,,"0.02","0.3","10.0","11","-11","-9",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-20",,,,"0.00","0.0","10.0","20","-10","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-21",,,,"0.00","0.0","10.0","21","-9","-7",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-22",,,,"0.02","0.5","10.0","21","-8","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-23",,,,"0.16","2.0","11.0","24","2","2",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-24",,,,"0.11","1.5","12.0","29","2","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-25",,,,"0.06","1.0","12.0","22","8","8",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-26",,,,"0.00","0.0","12.0","21","7","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-27",,,,"0.00","0.0","10.0","42","19","39",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-28",,,,"0.00","0.0","9.0","47","25","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-29",,,,"0.00","0.0","8.0","34","21","21",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-30",,,,"0.02","0.5","8.0","26","8","10",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-01-31",,,,"0.00","0.0","8.0","24","-1","-1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-01",,,,"0.16","1.8","10.0","32","-1","24",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-02",,,,"0.00","0.0","10.0","27","20","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-03",,,,"0.02","0.8","10.0","30","20","21",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-04",,,,"0.00","0.0","10.0","21","1","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-05",,,,"0.00","0.0","10.0","15","-4","-4",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-06",,,,"0.00","0.0","10.0","19","-5","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-07",,,,"0.00","0.0","10.0","21","-5","0",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-08",,,,"0.00","0.0","10.0","18","-13","-13",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-09",,,,"0.00","0.0","10.0","18","-14","-7",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-10",,,,"0.03","0.5","10.0","27","-7","15",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-11",,,,"0.03","0.5","10.0","27","4","11",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-12",,,,"0.01","0.3","11.0","17","9","10",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-13",,,,"0.00","0.0","11.0","21","8","9",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-14",,,,"0.02","0.3","11.0","22","9","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-15",,,,"0.02","0.3","11.0","29","-12","-12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-16",,,,"0.00","0.0","11.0","8","-22","-18",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-17",,,,"0.00","0.0","11.0","9","-18","-12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-18",,,,"0.00","0.0","11.0","-9","-24","-20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-19",,,,"0.00","0.0","11.0","8","-20","-1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-20",,,,"0.00","0.0","11.0","16","-1","10",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-21",,,,"0.11","1.8","13.0","22","-6","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-22",,,,"0.05","1.0","13.0","19","0","13",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-23",,,,"0.11","2.0","15.0","25","7","7",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-24",,,,"0.00","0.0","15.0","17","-14","-6",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-25",,,,"0.09","1.8","16.0","15","-6","-1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-26",,,,"0.00","0.0","16.0","10","-17","-5",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-27",,,,"0.00","0.0","16.0","20","-5","-1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-02-28",,,,"0.00","0.0","16.0","17","-10","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-01",,,,"0.00","0.0","16.0","24","1","1",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-02",,,,"0.00","0.0","16.0","30","1","12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-03",,,,"0.00","0.0","15.0","27","12","16",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-04",,,,"0.00","0.0","15.0","25","-7","-6",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-05",,,,"0.00","0.0","15.0","32","-6","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-06",,,,"0.32","3.5","18.0","30","20","20",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-07",,,,"0.00","0.0","17.0","31","20","26",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-08",,,,"0.26","3.0","20.0","33","26","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-09",,,,"0.00","0.0","19.0","36","28","28",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-10",,,,"0.00","0.0","18.0","39","28","28",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-11",,,,"0.00","0.0","17.0","44","25","26",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-12",,,,"0.11","0.0","16.0","42","25","27",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-13",,,,"0.00","0.0","15.0","40","22","22",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-14",,,,"0.00","0.0","15.0","22","14","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-15",,,,"0.00","0.0","15.0","24","12","12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-16",,,,"0.00","0.0","15.0","30","5","5",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-17",,,,"0.00","0.0","15.0","31","1","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-18",,,,"0.00","0.0","14.0","30","-4","4",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-19",,,,"0.00","0.0","14.0","33","4","10",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-20",,,,"0.00","0.0","13.0","37","8","14",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-21",,,,"0.00","0.0","13.0","31","8","12",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-22",,,,"0.00","0.0","13.0","34","12","18",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-23",,,,"0.03","0.5","13.0","39","18","23",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-24",,,,"0.00","0.0","13.0","34","22","24",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-25",,,,"0.00","0.0","13.0","35","24","29",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-26",,,,"0.00","0.0","11.0","42","15","19",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-27",,,,"0.00","0.0","10.0","47","19","32",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-28",,,,"0.00","0.0","9.0","50","22","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-29",,,,"0.00","0.0","7.0","50","25","34",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-30",,,,"0.15","0.0","5.0","55","34","37",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-03-31",,,,"0.29","0.0","4.0","44","37","38",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-01",,,,"0.48","0.3","4.0","38","30","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-02",,,,"0.00","0.0","3.0","39","30","33",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-03",,,,"0.29","0.0","3.0","35","26","27",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-04",,,,"0.00","0.0","3.0","39","25","29",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-05",,,,"0.00","3.0","0.0","47","20","24",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-06",,,,"0.00","0.0","2.0","55","24","37",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-07",,,,"0.00","0.0","1.0","58","24","25",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-08",,,,"0.00","0.0","1.0","39","19","31",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-09",,,,"0.00","0.0","0.0","49","29","43",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-10",,,,"0.01","0.0","0.0","57","42","42",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-11",,,,"0.01","0.0","0.0","61","42","47",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-12",,,,"0.00","0.0","0.0","73","41","47",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-13",,,,"0.00","0.0","0.0","65","41","42",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-14",,,,"0.00","0.0","0.0","59","40","51",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-15",,,,"0.00","0.0","0.0","59","29","44",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-16",,,,"0.00","0.0","0.0","62","41","45",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-17",,,,"0.00","0.0","0.0","60","38","40",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-18",,,,"0.00","0.0","0.0","62","32","43",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-19",,,,"0.00","0.0","0.0","63","33","47",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-20",,,,"0.02","0.0","0.0","59","47","48",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-21",,,,"0.09","0.0","0.0","60","38","40",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-22",,,,"0.19","0.0","0.0","51","37","41",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-23",,,,"0.00","0.0","0.0","64","41","43",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-24",,,,"0.00","0.0","0.0","70","43","47",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-25",,,,"0.06","0.0","0.0","47","26","33",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-26",,,,"0.00","0.0","0.0","59","33","44",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-27",,,,"0.00","0.0","0.0","66","30","39",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-28",,,,"0.00","0.0","0.0","66","30","40",,,,,,,
"USC00212555","ELY 25 E, MN US","2006-04-29",,,,"0.08","0.0","0.0","61","40","43",,,,,,,
