"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 08:00","1967","04","07","08:00","-5.6","","-7.8","","83","","","","0","","24.1","","97.13","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 09:00","1967","04","07","09:00","-1.1","","-8.9","","56","","29","","5","","24.1","","97.14","","","","-3","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 10:00","1967","04","07","10:00","0.6","","-7.8","","53","","29","","5","","24.1","","97.12","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 11:00","1967","04","07","11:00","2.8","","-6.7","","53","","29","","13","","24.1","","97.09","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 12:00","1967","04","07","12:00","4.4","","-5.6","","48","","23","","11","","24.1","","97.03","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 13:00","1967","04","07","13:00","5.6","","-3.9","","50","","25","","23","","24.1","","96.98","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 14:00","1967","04","07","14:00","7.2","","-2.2","","52","","25","","11","","24.1","","96.94","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 15:00","1967","04","07","15:00","8.3","","-2.2","","48","","20","","11","","24.1","","96.86","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 16:00","1967","04","07","16:00","9.4","","-1.7","","45","","25","","14","","24.1","","96.80","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 17:00","1967","04","07","17:00","10.6","","-1.1","","44","","23","","26","","24.1","","96.75","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 18:00","1967","04","07","18:00","10.6","","0.0","","47","","23","","18","","24.1","","96.70","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 19:00","1967","04","07","19:00","10.0","","0.6","","51","","23","","10","","24.1","","96.67","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 20:00","1967","04","07","20:00","8.3","","0.0","","55","","23","","6","","24.1","","96.68","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 21:00","1967","04","07","21:00","6.7","","0.6","","64","","23","","6","","24.1","","96.73","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 22:00","1967","04","07","22:00","6.1","","0.0","","66","","23","","8","","24.1","","96.75","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-07 23:00","1967","04","07","23:00","5.0","","-0.6","","69","","25","","13","","24.1","","96.78","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 00:00","1967","04","08","00:00","3.9","","-1.1","","69","","25","","6","","24.1","","96.84","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 01:00","1967","04","08","01:00","3.3","","-1.1","","73","","23","","6","","24.1","","96.84","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 02:00","1967","04","08","02:00","2.2","","-1.7","","75","","23","","5","","24.1","","96.82","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 03:00","1967","04","08","03:00","2.8","","-1.7","","73","","20","","5","","24.1","","96.70","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 04:00","1967","04","08","04:00","2.8","","-1.1","","75","","23","","3","","24.1","","96.70","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 05:00","1967","04","08","05:00","2.2","","-1.1","","80","","14","","3","","24.1","","96.66","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 06:00","1967","04","08","06:00","2.8","","0.0","","82","","14","","3","","24.1","","96.57","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 07:00","1967","04","08","07:00","3.3","","0.6","","83","","16","","8","","24.1","","96.53","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 08:00","1967","04","08","08:00","5.0","","1.1","","77","","16","","13","","24.1","","96.45","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 09:00","1967","04","08","09:00","6.7","","2.2","","73","","18","","13","","24.1","","96.43","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 10:00","1967","04","08","10:00","8.9","","3.3","","67","","23","","6","","24.1","","96.32","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 11:00","1967","04","08","11:00","8.9","","3.3","","67","","18","","19","","24.1","","96.28","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 12:00","1967","04","08","12:00","11.1","","4.4","","64","","18","","16","","24.1","","96.20","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 13:00","1967","04","08","13:00","12.2","","5.0","","61","","18","","13","","24.1","","96.09","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 14:00","1967","04","08","14:00","16.1","","6.1","","51","","18","","32","","24.1","","96.01","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 15:00","1967","04","08","15:00","16.7","","6.1","","50","","18","","19","","24.1","","95.93","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 16:00","1967","04","08","16:00","15.6","","5.0","","49","","23","","10","","24.1","","95.88","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 17:00","1967","04","08","17:00","16.1","","6.1","","51","","23","","16","","24.1","","95.88","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 18:00","1967","04","08","18:00","15.6","","6.7","","55","","23","","13","","24.1","","95.88","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 19:00","1967","04","08","19:00","14.4","","5.6","","55","","18","","13","","24.1","","95.86","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 20:00","1967","04","08","20:00","11.1","","6.7","","73","","23","","16","","24.1","","95.84","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 21:00","1967","04","08","21:00","8.9","","6.7","","86","","20","","13","","19.3","","95.86","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 22:00","1967","04","08","22:00","7.8","","6.7","","94","","23","","13","","12.9","","95.86","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-08 23:00","1967","04","08","23:00","7.2","","6.7","","98","","18","","10","","8.0","","95.80","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 00:00","1967","04","09","00:00","7.2","","6.7","","98","","23","","6","","8.0","","95.77","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 01:00","1967","04","09","01:00","7.2","","6.7","","98","","20","","8","","2.0","","95.75","","","","","","Rain,Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 02:00","1967","04","09","02:00","7.2","","6.7","","96","","","","0","","1.2","","95.65","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 03:00","1967","04","09","03:00","6.7","","6.1","","98","","18","","3","","0.6","","95.63","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 04:00","1967","04","09","04:00","6.7","","6.1","","98","","20","","10","","0.8","","95.61","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 05:00","1967","04","09","05:00","6.7","","6.1","","98","","20","","10","","2.0","","95.50","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 06:00","1967","04","09","06:00","6.1","","5.6","","98","","20","","6","","1.6","","95.52","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 07:00","1967","04","09","07:00","6.1","","5.6","","98","","23","","5","","2.0","","95.50","","","","","","Moderate Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 08:00","1967","04","09","08:00","6.1","","6.1","","100","","27","","5","","2.4","","95.52","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 09:00","1967","04","09","09:00","6.7","","6.7","","100","","27","","3","","3.2","","95.44","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 10:00","1967","04","09","10:00","7.2","","6.1","","94","","32","","10","","9.7","","95.46","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 11:00","1967","04","09","11:00","8.3","","6.1","","86","","32","","10","","24.1","","95.52","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 12:00","1967","04","09","12:00","6.7","","4.4","","87","","29","","8","","24.1","","95.60","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 13:00","1967","04","09","13:00","3.9","","2.2","","88","","34","","16","","24.1","","95.72","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 14:00","1967","04","09","14:00","1.1","","0.6","","95","","34","","19","","1.0","","95.86","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 15:00","1967","04","09","15:00","0.0","","0.0","","100","","29","","19","","1.6","","96.00","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 16:00","1967","04","09","16:00","-1.1","","-3.3","","86","","32","","19","","12.9","","96.16","","","","-6","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 17:00","1967","04","09","17:00","-2.2","","-5.0","","80","","32","","23","","16.1","","96.35","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 18:00","1967","04","09","18:00","-3.9","","-6.1","","84","","34","","19","","24.1","","96.45","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 19:00","1967","04","09","19:00","-3.9","","-7.2","","77","","32","","19","","24.1","","96.70","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 20:00","1967","04","09","20:00","-5.0","","-10.6","","66","","34","","19","","16.1","","96.92","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 21:00","1967","04","09","21:00","-6.1","","-9.4","","76","","36","","19","","24.1","","97.13","","","","-13","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 22:00","1967","04","09","22:00","-6.1","","-9.4","","76","","34","","10","","12.9","","97.27","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-09 23:00","1967","04","09","23:00","-7.2","","-11.1","","75","","36","","18","","24.1","","97.36","","","","-14","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 00:00","1967","04","10","00:00","-7.8","","-11.7","","73","","36","","14","","24.1","","97.45","","","","-14","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 01:00","1967","04","10","01:00","-7.8","","-12.2","","72","","36","","11","","24.1","","97.51","","","","-13","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 02:00","1967","04","10","02:00","-7.8","","-11.7","","74","","36","","14","","24.1","","97.61","","","","-14","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 03:00","1967","04","10","03:00","-8.3","","-12.2","","75","","34","","11","","24.1","","97.71","","","","-14","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 04:00","1967","04","10","04:00","-8.9","","-12.2","","76","","34","","10","","24.1","","97.80","","","","-14","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 05:00","1967","04","10","05:00","-9.4","","-13.3","","73","","34","","13","","24.1","","97.89","","","","-15","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 06:00","1967","04","10","06:00","-9.4","","-13.3","","74","","5","","6","","24.1","","97.92","","","","-13","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 07:00","1967","04","10","07:00","-10.6","","-13.9","","76","","36","","6","","24.1","","97.98","","","","-14","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 08:00","1967","04","10","08:00","-10.0","","-13.9","","73","","5","","3","","24.1","","98.05","","","","-12","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 09:00","1967","04","10","09:00","-8.9","","-14.4","","64","","7","","3","","24.1","","98.10","","","","-11","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 10:00","1967","04","10","10:00","-7.8","","-12.8","","67","","36","","8","","24.1","","98.16","","","","-12","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 11:00","1967","04","10","11:00","-6.1","","-11.1","","68","","36","","6","","24.1","","98.17","","","","-9","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 12:00","1967","04","10","12:00","-4.4","","-10.6","","63","","32","","6","","24.1","","98.15","","","","-7","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 13:00","1967","04","10","13:00","-2.8","","-7.2","","73","","29","","6","","24.1","","98.14","","","","-5","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 14:00","1967","04","10","14:00","-1.1","","-8.3","","59","","27","","13","","24.1","","98.09","","","","-5","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 15:00","1967","04","10","15:00","0.0","","-7.8","","57","","32","","2","","24.1","","98.02","","","","-1","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 16:00","1967","04","10","16:00","1.1","","-7.8","","52","","36","","6","","24.1","","98.00","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 17:00","1967","04","10","17:00","2.2","","-11.7","","34","","29","","6","","24.1","","97.98","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 18:00","1967","04","10","18:00","2.2","","-12.8","","32","","5","","3","","24.1","","97.96","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 19:00","1967","04","10","19:00","1.7","","-15.0","","28","","5","","6","","24.1","","97.94","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 20:00","1967","04","10","20:00","-0.6","","-8.3","","55","","","","0","","24.1","","97.92","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 21:00","1967","04","10","21:00","-2.8","","-7.2","","73","","9","","3","","24.1","","97.94","","","","-4","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 22:00","1967","04","10","22:00","-4.4","","-7.8","","77","","","","0","","24.1","","97.94","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-10 23:00","1967","04","10","23:00","-6.1","","-9.4","","77","","","","0","","24.1","","97.95","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 00:00","1967","04","11","00:00","-7.2","","-10.0","","79","","","","0","","24.1","","97.94","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 01:00","1967","04","11","01:00","-7.8","","-11.1","","78","","","","0","","24.1","","97.93","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 02:00","1967","04","11","02:00","-8.3","","-11.1","","81","","","","0","","24.1","","97.95","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 03:00","1967","04","11","03:00","-8.9","","-10.6","","86","","","","0","","24.1","","97.93","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 04:00","1967","04","11","04:00","-8.9","","-10.6","","88","","","","0","","24.1","","97.97","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 05:00","1967","04","11","05:00","-8.9","","-10.6","","88","","","","0","","24.1","","98.00","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 06:00","1967","04","11","06:00","-9.4","","-12.2","","81","","7","","3","","24.1","","98.00","","","","-11","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 07:00","1967","04","11","07:00","-8.9","","-12.2","","78","","5","","2","","24.1","","97.99","","","","-10","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 08:00","1967","04","11","08:00","-5.0","","-9.4","","71","","14","","2","","24.1","","98.01","","","","-6","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 09:00","1967","04","11","09:00","-2.8","","-9.4","","60","","14","","10","","24.1","","98.01","","","","-7","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 10:00","1967","04","11","10:00","-0.6","","-7.8","","58","","16","","14","","24.1","","97.97","","","","-5","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 11:00","1967","04","11","11:00","1.1","","-4.4","","67","","18","","19","","24.1","","97.95","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 12:00","1967","04","11","12:00","2.8","","-7.2","","47","","11","","13","","24.1","","97.85","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 13:00","1967","04","11","13:00","4.4","","-3.3","","57","","14","","13","","24.1","","97.75","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 14:00","1967","04","11","14:00","5.0","","-3.3","","56","","16","","13","","24.1","","97.66","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 15:00","1967","04","11","15:00","6.1","","-6.1","","42","","18","","16","","24.1","","97.62","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 16:00","1967","04","11","16:00","6.7","","-5.0","","43","","16","","16","","24.1","","97.50","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 17:00","1967","04","11","17:00","6.1","","-5.6","","44","","16","","19","","24.1","","97.40","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 18:00","1967","04","11","18:00","5.6","","-5.0","","46","","18","","26","","24.1","","97.36","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 19:00","1967","04","11","19:00","5.6","","-5.0","","46","","18","","16","","24.1","","97.28","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 20:00","1967","04","11","20:00","2.8","","-4.4","","59","","14","","13","","24.1","","97.25","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 21:00","1967","04","11","21:00","2.2","","-3.9","","64","","16","","10","","24.1","","97.22","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 22:00","1967","04","11","22:00","1.1","","-5.0","","64","","14","","13","","24.1","","97.20","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-11 23:00","1967","04","11","23:00","0.0","","-5.6","","67","","14","","13","","24.1","","97.18","","","","-4","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 00:00","1967","04","12","00:00","-1.1","","-7.2","","63","","14","","10","","24.1","","97.13","","","","-5","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 01:00","1967","04","12","01:00","-1.7","","-8.3","","61","","16","","10","","24.1","","97.09","","","","-5","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 02:00","1967","04","12","02:00","-1.7","","-7.8","","63","","14","","8","","24.1","","97.04","","","","-5","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 03:00","1967","04","12","03:00","-1.7","","-7.2","","67","","14","","5","","24.1","","97.01","","","","-4","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 04:00","1967","04","12","04:00","-1.1","","-6.7","","67","","14","","8","","24.1","","96.93","","","","-4","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 05:00","1967","04","12","05:00","-0.6","","-4.4","","74","","14","","6","","24.1","","96.88","","","","-3","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 06:00","1967","04","12","06:00","0.0","","-4.4","","72","","14","","8","","24.1","","96.85","","","","-3","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 07:00","1967","04","12","07:00","0.6","","-3.9","","71","","16","","13","","24.1","","96.78","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 08:00","1967","04","12","08:00","1.7","","-1.7","","79","","16","","16","","12.9","","96.73","","","","","","Rain Showers,Ice Pellet Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 09:00","1967","04","12","09:00","1.7","","0.0","","89","","18","","23","","16.1","","96.67","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 10:00","1967","04","12","10:00","1.7","","0.6","","92","","16","","16","","12.9","","96.66","","","","","","Rain,Ice Pellet Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 11:00","1967","04","12","11:00","2.2","","0.6","","87","","18","","16","","24.1","","96.63","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 12:00","1967","04","12","12:00","2.8","","0.0","","82","","14","","6","","24.1","","96.57","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 13:00","1967","04","12","13:00","3.9","","0.0","","76","","16","","16","","24.1","","96.51","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 14:00","1967","04","12","14:00","5.6","","1.1","","73","","18","","13","","19.3","","96.47","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 15:00","1967","04","12","15:00","8.9","","2.2","","64","","14","","10","","24.1","","96.40","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 16:00","1967","04","12","16:00","12.2","","3.3","","55","","18","","13","","24.1","","96.30","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 17:00","1967","04","12","17:00","12.8","","3.9","","55","","18","","19","","24.1","","96.30","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 18:00","1967","04","12","18:00","12.8","","3.9","","55","","18","","16","","24.1","","96.30","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 19:00","1967","04","12","19:00","11.7","","2.8","","55","","18","","10","","24.1","","96.32","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 20:00","1967","04","12","20:00","10.6","","2.2","","57","","14","","13","","24.1","","96.32","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 21:00","1967","04","12","21:00","9.4","","2.8","","62","","16","","13","","24.1","","96.38","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 22:00","1967","04","12","22:00","8.3","","1.7","","63","","18","","13","","24.1","","96.46","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-12 23:00","1967","04","12","23:00","7.8","","2.2","","68","","18","","10","","24.1","","96.50","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 00:00","1967","04","13","00:00","7.2","","1.7","","67","","16","","13","","24.1","","96.54","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 01:00","1967","04","13","01:00","7.2","","1.7","","67","","18","","13","","24.1","","96.56","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 02:00","1967","04","13","02:00","6.7","","1.7","","70","","18","","10","","24.1","","96.58","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 03:00","1967","04","13","03:00","6.7","","1.7","","70","","18","","6","","24.1","","96.62","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 04:00","1967","04","13","04:00","5.6","","2.2","","78","","18","","5","","24.1","","96.61","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 05:00","1967","04","13","05:00","3.9","","1.1","","81","","11","","3","","24.1","","96.58","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 06:00","1967","04","13","06:00","1.7","","0.0","","89","","9","","3","","24.1","","96.58","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 07:00","1967","04","13","07:00","2.2","","0.6","","87","","11","","6","","24.1","","96.65","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 08:00","1967","04","13","08:00","3.9","","0.0","","76","","9","","2","","24.1","","96.66","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 09:00","1967","04","13","09:00","5.0","","-0.6","","66","","14","","3","","24.1","","96.67","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 10:00","1967","04","13","10:00","6.1","","0.0","","66","","11","","13","","24.1","","96.65","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 11:00","1967","04","13","11:00","8.9","","1.1","","58","","9","","13","","24.1","","96.63","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 12:00","1967","04","13","12:00","11.1","","1.7","","53","","9","","16","","24.1","","96.61","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 13:00","1967","04","13","13:00","13.3","","3.9","","52","","16","","26","","24.1","","96.61","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 14:00","1967","04","13","14:00","14.4","","3.9","","49","","18","","13","","24.1","","96.57","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 15:00","1967","04","13","15:00","13.9","","4.4","","53","","16","","10","","24.1","","96.54","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 16:00","1967","04","13","16:00","13.3","","5.6","","59","","16","","19","","24.1","","96.52","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 17:00","1967","04","13","17:00","12.2","","5.0","","61","","16","","26","","24.1","","96.57","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 18:00","1967","04","13","18:00","11.1","","3.9","","61","","16","","16","","24.1","","96.56","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 19:00","1967","04","13","19:00","10.0","","3.3","","63","","14","","13","","24.1","","96.52","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 20:00","1967","04","13","20:00","8.9","","2.8","","65","","14","","13","","24.1","","96.52","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 21:00","1967","04","13","21:00","8.9","","2.8","","65","","14","","16","","24.1","","96.52","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 22:00","1967","04","13","22:00","7.8","","1.7","","64","","11","","10","","24.1","","96.44","","","","","","Cloudy"
